C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_16_711.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_16_711.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_16_711.jpg, 0, 0, 0, 7.833818E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_16_812.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_16_812.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_16_812.jpg, 0, 0, 0, 7.897642E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_16_912.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_16_912.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_16_912.jpg, 0, 0, 0, 7.994712E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_017.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_017.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_017.jpg, 0, 0, 0, 7.784615E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_118.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_118.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_118.jpg, 0, 0, 0, 7.854644E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_220.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_220.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_220.jpg, 0, 0, 0, 7.908695E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_324.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_324.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_324.jpg, 0, 0, 0, 8.224617E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_424.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_424.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_424.jpg, 0, 0, 0, 8.273995E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_527.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_527.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_527.jpg, 0, 0, 0, 7.837464E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_627.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_627.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_627.jpg, 0, 0, 0, 7.816831E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_730.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_730.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_730.jpg, 0, 0, 0, 7.790991E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_836.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_836.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_836.jpg, 0, 0, 0, 7.869781E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_17_940.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_17_940.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_17_940.jpg, 0, 0, 0, 7.791785E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_041.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_041.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_041.jpg, 0, 0, 0, 7.793857E-05
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_144.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_144.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_144.jpg, 0, 0.0205164, 0, 0.007345881
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_249.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_249.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_249.jpg, 0, 0.3181122, 0, 0.2359693
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_351.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_351.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_351.jpg, 0, 0.6068622, 0, 0.7367257
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_454.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_454.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_454.jpg, 0, 0.9672806, 0, 1.979151
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_554.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_554.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_554.jpg, 0, 1, 0, 3.173312
C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\center_2025_11_27_15_34_18_654.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\left_2025_11_27_15_34_18_654.jpg, C:\Users\johnl\dev\Smart Technologies\DataForCar\IMG\right_2025_11_27_15_34_18_654.jpg, -0.1490076, 1, 0, 4.345008
